Index,Date,Route,Classification,Donor,Aid (tons)
18452,18 Mar 2024,Land Crossings,Food,WFP,30
18453,18 Mar 2024,Land Crossings,Food,WFP,15
18454,18 Mar 2024,Land Crossings,Food,UNRWA,30
18455,18 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18456,18 Mar 2024,Land Crossings,Food,UNRWA,15
18457,18 Mar 2024,Land Crossings,Food,WFP,30
18458,18 Mar 2024,Land Crossings,Food,WFP,30
18459,18 Mar 2024,Land Crossings,Food,WFP,15
18460,18 Mar 2024,Land Crossings,Food,WFP,30
18461,18 Mar 2024,Land Crossings,Essential infrastructure equipment,UNICEF,-
18462,18 Mar 2024,Land Crossings,Food,WFP,30
18463,18 Mar 2024,Land Crossings,Food,WFP,30
18464,18 Mar 2024,Land Crossings,Food,WFP,30
18465,18 Mar 2024,Land Crossings,Food,UNRWA,30
18466,18 Mar 2024,Land Crossings,Food,WFP,30
18467,18 Mar 2024,Land Crossings,Food,WFP,30
18468,18 Mar 2024,Land Crossings,Food,WFP,15
18469,18 Mar 2024,Land Crossings,Food,WFP,30
18470,18 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18471,18 Mar 2024,Land Crossings,Food,Private sector,20
18472,18 Mar 2024,Land Crossings,Food,Private sector,20
18473,18 Mar 2024,Land Crossings,Food,Private sector,20
18474,18 Mar 2024,Land Crossings,Food,Private sector,20
18475,18 Mar 2024,Land Crossings,Food,Private sector,20
18476,18 Mar 2024,Land Crossings,Food,Private sector,20
18477,18 Mar 2024,Land Crossings,Food,Private sector,20
18478,18 Mar 2024,Land Crossings,Food,Private sector,20
18479,18 Mar 2024,Land Crossings,Food,Private sector,20
18480,18 Mar 2024,Land Crossings,Food,Private sector,20
18481,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18482,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18483,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18484,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18485,18 Mar 2024,Land Crossings,Food,Private sector,20
18486,18 Mar 2024,Land Crossings,Food,Private sector,20
18487,18 Mar 2024,Land Crossings,Food,Private sector,20
18488,18 Mar 2024,Land Crossings,Food,Private sector,20
18489,18 Mar 2024,Land Crossings,Food,Private sector,20
18490,18 Mar 2024,Land Crossings,Food,Private sector,20
18491,18 Mar 2024,Land Crossings,Food,Private sector,20
18492,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18493,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18494,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18495,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18496,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18497,18 Mar 2024,Land Crossings,Food,Private sector,20
18498,18 Mar 2024,Land Crossings,Food,Private sector,20
18499,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18500,18 Mar 2024,Land Crossings,Food,Private sector,20
18501,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18502,18 Mar 2024,Land Crossings,Food,Private sector,20
18503,18 Mar 2024,Land Crossings,Food,Private sector,20
18504,18 Mar 2024,Land Crossings,Food,Private sector,20
18505,18 Mar 2024,Land Crossings,Food,Private sector,20
18506,18 Mar 2024,Land Crossings,Food,Private sector,20
18507,18 Mar 2024,Land Crossings,Food,Private sector,20
18508,18 Mar 2024,Land Crossings,Food,Private sector,20
18509,18 Mar 2024,Land Crossings,Food,Private sector,20
18510,18 Mar 2024,Land Crossings,Food,Private sector,30
18511,18 Mar 2024,Land Crossings,Food,Private sector,20
18512,18 Mar 2024,Land Crossings,Food,Private sector,20
18513,18 Mar 2024,Land Crossings,Food,Private sector,20
18514,18 Mar 2024,Land Crossings,Food,Private sector,20
18515,18 Mar 2024,Land Crossings,Food,Private sector,20
18516,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18517,18 Mar 2024,Land Crossings,Food,Private sector,20
18518,18 Mar 2024,Land Crossings,Food,Private sector,20
18519,18 Mar 2024,Land Crossings,Food,Private sector,20
18520,18 Mar 2024,Land Crossings,Food,Private sector,20
18521,18 Mar 2024,Land Crossings,Food,Private sector,20
18522,18 Mar 2024,Land Crossings,Food,Private sector,20
18523,18 Mar 2024,Land Crossings,Food,Private sector,20
18524,18 Mar 2024,Land Crossings,Food,Private sector,20
18525,18 Mar 2024,Land Crossings,Food,Private sector,20
18526,18 Mar 2024,Land Crossings,Food,Private sector,20
18527,18 Mar 2024,Land Crossings,Food,Private sector,20
18528,18 Mar 2024,Land Crossings,Food,Private sector,20
18529,18 Mar 2024,Land Crossings,Food,Private sector,20
18530,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18531,18 Mar 2024,Land Crossings,Food,Private sector,20
18532,18 Mar 2024,Land Crossings,Food,Private sector,20
18533,18 Mar 2024,Land Crossings,Food,Private sector,20
18534,18 Mar 2024,Land Crossings,Food,Private sector,20
18535,18 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18536,18 Mar 2024,Land Crossings,Food,Private sector,20
18537,18 Mar 2024,Land Crossings,Food,Private sector,20
18538,18 Mar 2024,Land Crossings,Food,Private sector,20
18539,18 Mar 2024,Land Crossings,Food,Private sector,20
18540,18 Mar 2024,Land Crossings,Food,Private sector,20
18541,18 Mar 2024,Land Crossings,Food,Private sector,20
18542,18 Mar 2024,Land Crossings,Food,Private sector,20
18543,18 Mar 2024,Land Crossings,Food,Private sector,20
18544,18 Mar 2024,Land Crossings,Food,Private sector,20
18545,18 Mar 2024,Land Crossings,Food,Private sector,20
18546,18 Mar 2024,Land Crossings,Food,Private sector,20
18547,18 Mar 2024,Land Crossings,Food,Private sector,20
18548,18 Mar 2024,Land Crossings,Food,Private sector,20
18549,18 Mar 2024,Land Crossings,Food,Private sector,20
18550,18 Mar 2024,Land Crossings,Food,Private sector,20
18551,18 Mar 2024,Land Crossings,Food,Private sector,20
18552,18 Mar 2024,Land Crossings,Food,Private sector,20
18553,18 Mar 2024,Land Crossings,Food,Private sector,20
18554,18 Mar 2024,Land Crossings,Fuel,UNOPS,46.055
18555,18 Mar 2024,Land Crossings,Fuel,UNOPS,41.9025
18556,18 Mar 2024,Land Crossings,Fuel,UNOPS,41.9025
18557,18 Mar 2024,Land Crossings,Gas,Private sector,23
18558,18 Mar 2024,Land Crossings,Gas,Private sector,23
18559,18 Mar 2024,Land Crossings,Gas,Private sector,23
18560,18 Mar 2024,Land Crossings,Gas,Private sector,23
18561,19 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,30
18562,19 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
18563,19 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
18564,19 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
18565,19 Mar 2024,Land Crossings,Food,Egyptian National Red Crescent Society,20
18566,19 Mar 2024,Land Crossings,Water,Turkey,20
18567,19 Mar 2024,Land Crossings,Water,Turkey,20
18568,19 Mar 2024,Land Crossings,Water,Turkey,20
18569,19 Mar 2024,Land Crossings,Food,Private sector,20
18570,19 Mar 2024,Land Crossings,Food,Private sector,20
18571,19 Mar 2024,Land Crossings,Food,Private sector,20
18572,19 Mar 2024,Land Crossings,Food,Private sector,20
18573,19 Mar 2024,Land Crossings,Food,Private sector,20
18574,19 Mar 2024,Land Crossings,Food,Private sector,20
18575,19 Mar 2024,Land Crossings,Food,Private sector,20
18576,19 Mar 2024,Land Crossings,Food,Private sector,20
18577,19 Mar 2024,Land Crossings,Food,Private sector,20
18578,19 Mar 2024,Land Crossings,Food,Private sector,20
18579,19 Mar 2024,Land Crossings,Food,Private sector,20
18580,19 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18581,19 Mar 2024,Land Crossings,Food,Private sector,20
18582,19 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18583,19 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18584,19 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18585,19 Mar 2024,Land Crossings,Food,Private sector,20
18586,19 Mar 2024,Land Crossings,Food,Private sector,30
18587,19 Mar 2024,Land Crossings,Food,Private sector,20
18588,19 Mar 2024,Land Crossings,Medical Supplies,UAE,-
18589,19 Mar 2024,Land Crossings,Medical Supplies,UAE,-
18590,19 Mar 2024,Land Crossings,Medical Supplies,UAE,-
18591,19 Mar 2024,Land Crossings,Medical Supplies,UAE,-
18592,19 Mar 2024,Land Crossings,Medical Supplies,UAE,-
18593,19 Mar 2024,Land Crossings,Medical Supplies,UAE,-
18594,19 Mar 2024,Land Crossings,Combined Aid,Turkey,15
18595,19 Mar 2024,Land Crossings,Food,Qatar,20
18596,19 Mar 2024,Land Crossings,Food,Turkey,20
18597,19 Mar 2024,Land Crossings,Food,Turkey,20
18598,19 Mar 2024,Land Crossings,Water,Turkey,20
18599,19 Mar 2024,Land Crossings,Water,Turkey,20
18600,19 Mar 2024,Land Crossings,Food,Turkey,20
18601,19 Mar 2024,Land Crossings,Food,Turkey,20
18602,19 Mar 2024,Land Crossings,Food,Turkey,20
18603,19 Mar 2024,Land Crossings,Food,Turkey,20
18604,19 Mar 2024,Land Crossings,Food,Turkey,20
18605,19 Mar 2024,Land Crossings,Combined Aid,Turkey,15
18606,19 Mar 2024,Land Crossings,Food,Turkey,20
18607,19 Mar 2024,Land Crossings,Food,Turkey,20
18608,19 Mar 2024,Land Crossings,Food,Turkey,20
18609,19 Mar 2024,Land Crossings,Food,Turkey,20
18610,19 Mar 2024,Land Crossings,Food,Turkey,20
18611,19 Mar 2024,Land Crossings,Food,Turkey,20
18612,19 Mar 2024,Land Crossings,Food,Turkey,20
18613,19 Mar 2024,Land Crossings,Shelter Equipment,Turkey,10
18614,19 Mar 2024,Land Crossings,Water,Turkey,20
18615,19 Mar 2024,Land Crossings,Water,Turkey,20
18616,19 Mar 2024,Land Crossings,Water,Turkey,20
18617,19 Mar 2024,Land Crossings,Food,WFP,15
18618,19 Mar 2024,Land Crossings,Food,WFP,15
18619,19 Mar 2024,Land Crossings,Food,WFP,15
18620,19 Mar 2024,Land Crossings,Food,WFP,15
18621,19 Mar 2024,Land Crossings,Food,WFP,15
18622,19 Mar 2024,Land Crossings,Food,WFP,15
18623,19 Mar 2024,Land Crossings,Food,WFP,15
18624,19 Mar 2024,Land Crossings,Food,WFP,15
18625,19 Mar 2024,Land Crossings,Food,WFP,15
18626,19 Mar 2024,Land Crossings,Food,WFP,15
18627,19 Mar 2024,Land Crossings,Food,WFP,15
18628,19 Mar 2024,Land Crossings,Food,WFP,15
18629,19 Mar 2024,Land Crossings,Food,WFP,15
18630,19 Mar 2024,Land Crossings,Food,WFP,15
18631,19 Mar 2024,Land Crossings,Food,WFP,15
18632,19 Mar 2024,Land Crossings,Food,WFP,15
18633,19 Mar 2024,Land Crossings,Food,WFP,15
18634,19 Mar 2024,Land Crossings,Food,WFP,15
18635,19 Mar 2024,Land Crossings,Food,WFP,15
18636,19 Mar 2024,Land Crossings,Shelter Equipment,WFP,10
18637,19 Mar 2024,Land Crossings,Shelter Equipment,WFP,10
18638,19 Mar 2024,Land Crossings,Food,WFP,15
18639,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18640,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18641,19 Mar 2024,Land Crossings,Food,WFP,30
18642,19 Mar 2024,Land Crossings,Food,WFP,30
18643,19 Mar 2024,Land Crossings,Food,WFP,30
18644,19 Mar 2024,Land Crossings,Food,WFP,30
18645,19 Mar 2024,Land Crossings,Food,WFP,30
18646,19 Mar 2024,Land Crossings,Food,WFP,30
18647,19 Mar 2024,Land Crossings,Food,WFP,30
18648,19 Mar 2024,Land Crossings,Food,WFP,30
18649,19 Mar 2024,Land Crossings,Food,WFP,30
18650,19 Mar 2024,Land Crossings,Food,WFP,30
18651,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18652,19 Mar 2024,Land Crossings,Medical Supplies,Human Appeal,20
18653,19 Mar 2024,Land Crossings,Food,WFP,30
18654,19 Mar 2024,Land Crossings,Food,WFP,30
18655,19 Mar 2024,Land Crossings,Shelter Equipment,ICRC,15
18656,19 Mar 2024,Land Crossings,Food,WCK,20
18657,19 Mar 2024,Land Crossings,Food,UNRWA,30
18658,19 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
18659,19 Mar 2024,Land Crossings,Shelter Equipment,ICRC,15
18660,19 Mar 2024,Land Crossings,Food,WCK,20
18661,19 Mar 2024,Land Crossings,Shelter Equipment,ICRC,15
18662,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18663,19 Mar 2024,Land Crossings,Water,WCK,20
18664,19 Mar 2024,Land Crossings,Food,UNRWA,30
18665,19 Mar 2024,Land Crossings,Water,WCK,20
18666,19 Mar 2024,Land Crossings,Food,WCK,20
18667,19 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
18668,19 Mar 2024,Land Crossings,Food,UNRWA,15
18669,19 Mar 2024,Land Crossings,Food,UNRWA,30
18670,19 Mar 2024,Land Crossings,Shelter Equipment,ICRC,15
18671,19 Mar 2024,Land Crossings,Food,UNRWA,30
18672,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18673,19 Mar 2024,Land Crossings,Food,WCK,20
18674,19 Mar 2024,Land Crossings,Food,WCK,20
18675,19 Mar 2024,Land Crossings,Shelter Equipment,ICRC,15
18676,19 Mar 2024,Land Crossings,Food,WCK,20
18677,19 Mar 2024,Land Crossings,Food,WCK,20
18678,19 Mar 2024,Land Crossings,Food,WCK,20
18679,19 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
18680,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18681,19 Mar 2024,Land Crossings,Food,UNRWA,30
18682,19 Mar 2024,Land Crossings,Food,WCK,20
18683,19 Mar 2024,Land Crossings,Combined Aid,WCK,15
18684,19 Mar 2024,Land Crossings,Food,WCK,20
18685,19 Mar 2024,Land Crossings,Food,UNRWA,30
18686,19 Mar 2024,Land Crossings,Food,WCK,20
18687,19 Mar 2024,Land Crossings,Shelter Equipment,IOM,15
18688,19 Mar 2024,Land Crossings,Food,UNRWA,30
18689,19 Mar 2024,Land Crossings,Food,UNRWA,30
18690,19 Mar 2024,Land Crossings,Food,UNRWA,30
18691,19 Mar 2024,Land Crossings,Shelter Equipment,MSF,15
18692,19 Mar 2024,Land Crossings,Food,WCK,20
18693,19 Mar 2024,Land Crossings,Food,WCK,20
18694,19 Mar 2024,Land Crossings,Food,UNRWA,30
18695,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18696,19 Mar 2024,Land Crossings,Essential infrastructure equipment,UNICEF,-
18697,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18698,19 Mar 2024,Land Crossings,Food,WCK,20
18699,19 Mar 2024,Land Crossings,Shelter Equipment,WCK,15
18700,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18701,19 Mar 2024,Land Crossings,Food,UNRWA,30
18702,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18703,19 Mar 2024,Land Crossings,Food,UNRWA,30
18704,19 Mar 2024,Land Crossings,Food,UNRWA,30
18705,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18706,19 Mar 2024,Land Crossings,Essential infrastructure equipment,UNICEF,-
18707,19 Mar 2024,Land Crossings,Essential infrastructure equipment,UNICEF,-
18708,19 Mar 2024,Land Crossings,Food,UNRWA,15
18709,19 Mar 2024,Land Crossings,Food,UNRWA,30
18710,19 Mar 2024,Land Crossings,Food,UNRWA,30
18711,19 Mar 2024,Land Crossings,Shelter Equipment,UNRWA,15
18712,19 Mar 2024,Land Crossings,Food,WCK,20
18713,19 Mar 2024,Land Crossings,Food,WFP,15
18714,19 Mar 2024,Land Crossings,Food,WCK,20
18715,19 Mar 2024,Land Crossings,Food,WFP,15
18716,19 Mar 2024,Land Crossings,Food,WCK,20
18717,19 Mar 2024,Land Crossings,Food,UNRWA,15
18718,19 Mar 2024,Land Crossings,Essential infrastructure equipment,UNICEF,-
18719,19 Mar 2024,Land Crossings,Essential infrastructure equipment,UNICEF,-
18720,19 Mar 2024,Land Crossings,Food,UNRWA,15
18721,19 Mar 2024,Land Crossings,Essential infrastructure equipment,UNICEF,-
18722,19 Mar 2024,Land Crossings,Food,Private sector,20
18723,19 Mar 2024,Land Crossings,Food,Private sector,20
18724,19 Mar 2024,Land Crossings,Food,Private sector,20
18725,19 Mar 2024,Land Crossings,Food,Private sector,20
18726,19 Mar 2024,Land Crossings,Food,Private sector,20
18727,19 Mar 2024,Land Crossings,Food,Private sector,20
18728,19 Mar 2024,Land Crossings,Food,Private sector,20
18729,19 Mar 2024,Land Crossings,Food,Private sector,20
18730,19 Mar 2024,Land Crossings,Food,Private sector,20
18731,19 Mar 2024,Land Crossings,Food,Private sector,20
18732,19 Mar 2024,Land Crossings,Food,Private sector,20
18733,19 Mar 2024,Land Crossings,Food,Private sector,20
18734,19 Mar 2024,Land Crossings,Food,Private sector,20
18735,19 Mar 2024,Land Crossings,Food,Private sector,20
18736,19 Mar 2024,Land Crossings,Food,Private sector,20
18737,19 Mar 2024,Land Crossings,Food,Private sector,20
18738,19 Mar 2024,Land Crossings,Food,Private sector,20
18739,19 Mar 2024,Land Crossings,Food,Private sector,20
18740,19 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18741,19 Mar 2024,Land Crossings,Food,Private sector,20
18742,19 Mar 2024,Land Crossings,Food,Private sector,20
18743,19 Mar 2024,Land Crossings,Food,Private sector,20
18744,19 Mar 2024,Land Crossings,Food,Private sector,20
18745,19 Mar 2024,Land Crossings,Food,Private sector,20
18746,19 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18747,19 Mar 2024,Land Crossings,Food,Private sector,20
18748,19 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18749,19 Mar 2024,Land Crossings,Food,Private sector,20
18750,19 Mar 2024,Land Crossings,Food,Private sector,20
18751,19 Mar 2024,Land Crossings,Food,Private sector,20
18752,19 Mar 2024,Land Crossings,Food,Private sector,20
18753,19 Mar 2024,Land Crossings,Food,Private sector,20
18754,19 Mar 2024,Land Crossings,Food,Private sector,20
18755,19 Mar 2024,Land Crossings,Food,Private sector,20
18756,19 Mar 2024,Land Crossings,Food,Private sector,20
18757,19 Mar 2024,Land Crossings,Food,Private sector,20
18758,19 Mar 2024,Land Crossings,Food,Private sector,20
18759,19 Mar 2024,Land Crossings,Food,Private sector,20
18760,19 Mar 2024,Land Crossings,Food,Private sector,20
18761,19 Mar 2024,Land Crossings,Food,Private sector,20
18762,19 Mar 2024,Land Crossings,Food,Private sector,20
18763,19 Mar 2024,Land Crossings,Food,Private sector,20
18764,19 Mar 2024,Land Crossings,Food,Private sector,20
18765,19 Mar 2024,Land Crossings,Food,Private sector,20
18766,19 Mar 2024,Land Crossings,Food,Private sector,20
18767,19 Mar 2024,Land Crossings,Food,Private sector,20
18768,19 Mar 2024,Land Crossings,Food,Private sector,20
18769,19 Mar 2024,Land Crossings,Food,Private sector,20
18770,19 Mar 2024,Land Crossings,Food,Private sector,20
18771,19 Mar 2024,Land Crossings,Food,Private sector,20
18772,19 Mar 2024,Land Crossings,Food,Private sector,20
18773,19 Mar 2024,Land Crossings,Food,Private sector,20
18774,19 Mar 2024,Land Crossings,Food,Private sector,20
18775,19 Mar 2024,Land Crossings,Food,Private sector,20
18776,19 Mar 2024,Land Crossings,Food,Private sector,20
18777,19 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18778,19 Mar 2024,Land Crossings,Food,Private sector,15
18779,19 Mar 2024,Land Crossings,Shelter Equipment,Private sector,15
18780,19 Mar 2024,Land Crossings,Food,Private sector,15
18781,19 Mar 2024,Land Crossings,Food,Private sector,20
18782,19 Mar 2024,Land Crossings,Food,UAE,20
18783,19 Mar 2024,Land Crossings,Food,UAE,20
18784,19 Mar 2024,Land Crossings,Food,UAE,20
18785,19 Mar 2024,Land Crossings,Food,UAE,20
